Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Vecindario],Precio [Vecindario],En inventario [Vecindario],Existencias bajas [Vecindario],"modificador - ""Hamburguesas""","modificador - ""Icono""","modificador - ""Tebana""","modificador - ""Wendlandt""","modificador - ""Caudillo""","modificador - ""Cuatro palos""","modificador - ""Hamburguesa Vecindario""","modificador - ""Hamburguesa Teopanzolco""","modificador - ""Tiras empanizadas""","modificador - ""Ayinger""","modificador - ""Pilsner Urquel""","modificador - ""Bruer""","modificador - ""Punto Rojo""","modificador - ""Rámuri""","modificador - ""Volfas""","modificador - ""Moldova""","modificador - ""Chato""","modificador - ""Aquelarre""","modificador - ""Etienne""","modificador - ""Mac and Cheese""","modificador - ""Ensalada primavera""","modificador - ""Pizza""","modificador - ""Chicatana""","modificador - ""ABK""","modificador - ""Oveja Mística""","modificador - ""Nuevo Imperio""","modificador - ""Nómada""","modificador - ""tocino extra""","modificador - ""Perruchona""","modificador - ""St. Peter's""","modificador - ""Knee Deep""","modificador - ""Alesmith""","modificador - ""De Halve Maan""","modificador - ""Insurgente""","modificador - ""Vecindario""","modificador - ""Principia""","modificador - ""Pizza calabaza""","modificador - ""Cardera""","modificador - ""Ensalada caprese""","modificador - ""Farland""","modificador - ""Dos Aves""","modificador - ""Buqui Bichi""","modificador - ""Straffe Hendrik""","modificador - ""Santa Sabina""","modificador - ""Madueño""","modificador - ""Sacro""","modificador - ""Copete de Hueso""","modificador - ""Con Chicharrón""","modificador - ""Chaneque""","modificador - ""Arrachera""","modificador - ""Monkey Waves""","modificador - ""Crepa""","modificador - ""Guacamole""","modificador - ""Bichola""","modificador - ""Sierra Nevada""","modificador - ""Hercules""","modificador - ""Ludica"""
schnitzlbaumer-export-hell-500ml-2,10143,Schnitzlbaumer Export Hell 500ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,105.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schoffenhofer-toronja-330-ml-2,92,Schofferhofer Toronja 330 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,115.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schoffenhofer-weiss-500-ml-2,91,Schofferhofer Weiss 500 ml,Lata/Botella,,N,,,,,,,97.00,,,,Y,Y,177.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schöffenhofer-weizen-dunkel,10482,Schofferhofer Weizen Dunkel,Lata/Botella,,N,,,,,,,97.00,,,,Y,Y,177.00,-3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schöffenhofer-sandia,10556,Schofferhofer-Sandia,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,129.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schuppenboer---maxima-2,10234,Schuppenboer - Maxima,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,265.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
seef-bier,10688,Seef Bier,Lata/Botella,,N,,,,,,,97.00,,,,Y,Y,177.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
seek-beer-local-riff-raff,10496,Seek Beer Local Riff Raff,Lata/Botella,,N,,,,,,,154.99,,,,Y,Y,261.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
seek-beer-sentri-access-colab.-insurgente,10497,Seek Beer Sentri Access colab. Insurgente,Lata/Botella,,N,,,,,,,154.99,,,,Y,Y,261.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
seek-beer-tumbling-dice,10499,Seek Beer Tumbling Dice,Lata/Botella,,N,,,,,,,154.99,,,,Y,Y,261.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
seek-beer-vivid-expression,10498,Seek Beer Vivid Expression,Lata/Botella,,N,,,,,,,154.99,,,,Y,Y,261.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
shepherd-neame-christmas-ale,10940,Shepherd Neame Christmas Ale,Lata/Botella,,N,,,,,,,90.00,,,,Y,Y,166.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
shepherd-neame-double-stout,11182,Shepherd Neame Double Stout,Lata/Botella,,N,,,,,,,80.00,,,,Y,Y,149.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
shepherd-neame-master-brew-_-1698-2,10383,Shepherd Neame Master Brew _ 1698,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,135.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada---atomic-torpedo-lata-grande-2,10139,Sierra Nevada - Atomic Torpedo Lata Grande,Lata/Botella,,N,,,,,,,128.00,,,,Y,Y,222.00,4.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada---hoptimum-2,10140,Sierra Nevada - Hoptimum,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,125.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada---pale-ale-2,10315,Sierra Nevada - Pale Ale,Lata/Botella,,N,,,,,,,77.00,,,,Y,Y,144.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada---torpedo-2,10141,Sierra Nevada - Torpedo,Lata/Botella,,N,,,,,,,77.00,,,,Y,Y,144.00,1.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada---trail-pass-golden-2,10314,Sierra Nevada - Trail Pass Golden,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,99.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-atomic-torpedo-lata-chica,10531,Sierra Nevada Atomic Torpedo Lata Chica,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-big-foot-2025,10514,Sierra Nevada Big Foot 2025,Lata/Botella,,N,,,,,,,80.00,,,,Y,Y,149.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-big-little-thing,10516,Sierra Nevada Big Little Thing,Lata/Botella,,N,,,,,,,114.00,,,,Y,Y,203.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-celebration-2,10355,Sierra Nevada Celebration,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-cosmic-little-thing-ipa,10776,Sierra Nevada Cosmic Little Thing IPA,Lata/Botella,,N,,,,,,,115.00,,,,Y,Y,205.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-juicy-little-thing-2,96,Sierra Nevada Juicy Little Thing,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,120.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-narwhal-2,10212,Sierra Nevada Narwhal,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-narwhal-barrel-aged-lata,10713,Sierra Nevada Narwhal Barrel Aged Lata,Lata/Botella,,N,,,,,,,120.00,,,,Y,Y,211.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sierra-nevada-oktoberfest,10806,Sierra Nevada Oktoberfest,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
spitfire-500-ml-2,98,Spitfire 500 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,137.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st-bernardus-abt-12-magnum-edition-2014-2,10360,St Bernardus ABT 12 Magnum Edition 2024,Lata/Botella,,N,,,,,,,650.00,,,,Y,Y,1470.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st-bernardus-christmas-ale-2,10359,St Bernardus Christmas Ale,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,350.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st-bernardus-watou-tripel-330-ml-botella-2,10159,St Bernardus Watou Tripel 330 ml,Lata/Botella,,N,,,,,,,67.89,,,,Y,Y,131.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st-bernardus-wit-330-ml-botella-2,10158,St Bernardus Wit 330 ml botella,Lata/Botella,,N,,,,,,,62.07,,,,Y,Y,118.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st-bernardus-watou-tokio,10695,St Bernardus-Watou Tokio,Lata/Botella,,N,,,,,,,65.00,,,,Y,Y,124.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-bernardus---abt-12-2,10049,St. Bernardus - Abt 12,Lata/Botella,,N,,,,,,,79.54,,,,Y,Y,149.00,6.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-bernardus---abt-12-750ml,10585,St. Bernardus - Abt 12 750ml,Lata/Botella,,N,,,,,,,202.73,,,,Y,Y,334.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-bernardus-prior-8,10586,St. Bernardus Prior 8,Lata/Botella,,N,,,,,,,67.89,,,,Y,Y,131.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-bernardus-kombine,10612,St. Bernardus/Weihenstephaner Kombine,Lata/Botella,,N,,,,,,,67.00,,,,Y,Y,139.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-feuillien-cuvee-de-noel,10969,St. Feuillien Cuvee de Noel,Lata/Botella,,N,,,,,,,94.08,,,,Y,Y,172.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-feullien-grand-cru,10679,St. Feuillien Grand Cru,Lata/Botella,,N,,,,,,,90.20,,,,Y,Y,166.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-feullien-quadrupel,10678,St. Feuillien Quadrupel,Lata/Botella,,N,,,,,,,96.08,,,,Y,Y,175.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-feullien-tripel,10680,St. Feuillien Tripel,Lata/Botella,,N,,,,,,,91.17,,,,Y,Y,167.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peter's---cream-stout-2,10099,St. Peter's - Cream Stout,Lata/Botella,,N,,,,,,,110.00,,,,Y,Y,198.00,3.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peter’s---christmas-ale,10257,St. Peter’s - Christmas Ale,Lata/Botella,,N,,,,,,,100.00,,,,Y,Y,182.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peter’s---india-pale-ale,10258,St. Peter’s - India Pale Ale,Lata/Botella,,N,,,,,,,110.00,,,,Y,Y,198.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peter’s---old-style-porter,10259,St. Peter’s - Old Style Porter,Lata/Botella,,N,,,,,,,110.00,,,,Y,Y,198.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peter’s---whisky-beer,10260,St. Peter’s - Whisky Beer,Lata/Botella,,N,,,,,,,110.00,,,,Y,Y,198.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peter’s-–-without-0.0,10395,St. Peter’s – Without 0.0,Lata/Botella,,N,,,,,,,79.00,,,,Y,Y,148.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
st.-peters-honey-porter,10440,St. Peters Honey Porter,Lata/Botella,,N,,,,,,,110.00,,,,Y,Y,198.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sta.-tomasa,10418,Sta. Tomasa,Lata/Botella,,N,,,,,,,55.26,,,,Y,Y,105.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stiegl-goldbrau-2,10356,Stiegl Goldbrau,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,98.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stiegl-hell,10576,Stiegl Hell,Lata/Botella,,N,,,,,,,48.50,,,,Y,Y,92.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stiegl-radler-grapefruit,10933,Stiegl Radler Grapefruit,Lata/Botella,,N,,,,,,,50.44,,,,Y,Y,110.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stiegl-radler-himbeere,10934,Stiegl Radler Himbeere,Lata/Botella,,N,,,,,,,50.44,,,,Y,Y,110.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stiegl-radler-zitrone-2,10033,Stiegl Radler Zitrone,Lata/Botella,,N,,,,,,,50.44,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone---zumology-ipa-2,10317,Stone - Zumology IPA,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,146.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone-28th-anniversary-355-ml-lata-2,10165,Stone 28th Anniversary 355 ml lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,150.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone-arrogant-bastard-473-ml-lata-2,10160,Stone Arrogant Bastard 473 ml lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,135.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone-brewing-buenavenza-2,10223,Stone brewing buenavenza,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,95.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone-delicious-hazy-ipa-2,10375,Stone Delicious Hazy IPA,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,106.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone-hazy-ipa-355-ml-lata-2,10156,Stone Hazy IPA 355 ml lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,120.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stone-ipa-355-ml-lata-2,10155,Stone IPA 355 ml lata,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,120.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stormtrooper---shadow-stout-2,10254,Stormtrooper - Shadow Stout,Lata/Botella,,N,,,,,,,89.00,,,,Y,Y,164.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
stormtrooper---situation-normal-s.n.i.p.a-2,10255,Stormtrooper - Situation Normal S.N.I.P.A,Lata/Botella,,N,,,,,,,89.00,,,,Y,Y,164.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
straffe-hendrik---xmas-blend-2,10240,Straffe Hendrik - Xmas Blend,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,722.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
straffe-hendrik-quadrupel-2,10393,Straffe Hendrik Quadrupel,Lata/Botella,,N,,,,,,,134.00,,,,Y,Y,230.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
straffe-hendrik-tripel-330-ml-2,80,Straffe Hendrik Tripel 330 ml,Lata/Botella,,N,,,,,,,123.00,,,,Y,Y,215.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
straffe-hendrik-wild-2022-2,10392,Straffe Hendrik Wild 2022,Lata/Botella,,N,,,,,,,123.00,,,,Y,Y,215.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
