Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Vecindario],Precio [Vecindario],En inventario [Vecindario],Existencias bajas [Vecindario],"modificador - ""Hamburguesas""","modificador - ""Icono""","modificador - ""Tebana""","modificador - ""Wendlandt""","modificador - ""Caudillo""","modificador - ""Cuatro palos""","modificador - ""Hamburguesa Vecindario""","modificador - ""Hamburguesa Teopanzolco""","modificador - ""Tiras empanizadas""","modificador - ""Ayinger""","modificador - ""Pilsner Urquel""","modificador - ""Bruer""","modificador - ""Punto Rojo""","modificador - ""Rámuri""","modificador - ""Volfas""","modificador - ""Moldova""","modificador - ""Chato""","modificador - ""Aquelarre""","modificador - ""Etienne""","modificador - ""Mac and Cheese""","modificador - ""Ensalada primavera""","modificador - ""Pizza""","modificador - ""Chicatana""","modificador - ""ABK""","modificador - ""Oveja Mística""","modificador - ""Nuevo Imperio""","modificador - ""Nómada""","modificador - ""tocino extra""","modificador - ""Perruchona""","modificador - ""St. Peter's""","modificador - ""Knee Deep""","modificador - ""Alesmith""","modificador - ""De Halve Maan""","modificador - ""Insurgente""","modificador - ""Vecindario""","modificador - ""Principia""","modificador - ""Pizza calabaza""","modificador - ""Cardera""","modificador - ""Ensalada caprese""","modificador - ""Farland""","modificador - ""Dos Aves""","modificador - ""Buqui Bichi""","modificador - ""Straffe Hendrik""","modificador - ""Santa Sabina""","modificador - ""Madueño""","modificador - ""Sacro""","modificador - ""Copete de Hueso""","modificador - ""Con Chicharrón""","modificador - ""Chaneque""","modificador - ""Arrachera""","modificador - ""Monkey Waves""","modificador - ""Crepa""","modificador - ""Guacamole""","modificador - ""Bichola""","modificador - ""Sierra Nevada""","modificador - ""Hercules""","modificador - ""Ludica"""
samichlaus-schwarzes-330-ml-botella-2,10167,Samichlaus Schwarzes 330 ml botella,Lata/Botella,,N,,,,,,,98.93,,,,Y,Y,180.00,7.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-adams---boston-lager-2,10138,Samuel Adams - Boston Lager,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-adams-wicked-easy-2,10354,Samuel Adams Wicked Easy,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,131.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith---chocolate-organic-stout-2,10098,Samuel Smith - Chocolate Organic Stout,Lata/Botella,,N,,,,,,,66.95,,,,Y,Y,133.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith---imperial-stout-2,10251,Samuel Smith - Imperial Stout,Lata/Botella,,N,,,,,,,68.00,,,,Y,Y,133.00,10.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith---cherry-2,10252,Samuel Smith - Organic Cherry,Lata/Botella,,N,,,,,,,79.49,,,,Y,Y,148.00,7.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith---raspberry-2,10326,Samuel Smith - Raspberry,Lata/Botella,,N,,,,,,,79.49,,,,Y,Y,148.00,9.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith---strawberry-2,10253,Samuel Smith - Strawberry,Lata/Botella,,N,,,,,,,79.49,,,,Y,Y,148.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith-nut-brown-ale,10807,Samuel Smith Nut Brown Ale,Lata/Botella,,N,,,,,,,61.10,,,,Y,Y,122.00,6.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith-oatmeal-stout,10843,Samuel Smith Oatmeal Stout,Lata/Botella,,N,,,,,,,68.00,,,,Y,Y,132.00,7.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith-organic-apricot-355-ml-2,101,Samuel Smith Organic Apricot 355 ml,Lata/Botella,,N,,,,,,,77.11,,,,Y,Y,145.00,7.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith-organic-chocolate-stout-lata-440-ml-2,102,Samuel Smith Organic Chocolate Stout Lata 440 ml,Lata/Botella,,N,,,,,,,73.00,,,,Y,Y,138.00,6.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
samuel-smith-taddy-porter,10484,Samuel Smith Taddy Porter,Lata/Botella,,N,,,,,,,62.99,,,,Y,Y,120.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
san-miguel,10760,San Miguel,Lata/Botella,,N,,,,,,,39.90,,,,Y,Y,84.90,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sans-golden-ale-sin-alcohol-2,10407,Sans Golden Ale sin alcohol,Lata/Botella,,N,,,,,,,52.00,,,,Y,Y,99.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sans-lager-sin-alcohol-2,10408,Sans Lager sin alcohol,Lata/Botella,,N,,,,,,,47.00,,,,Y,Y,99.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
sans-stout-sin-alcohol-2,10206,Sans Stout sin alcohol,Lata/Botella,,N,,,,,,,52.00,,,,Y,Y,99.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina----follow-the-black-rabbit-2,10384,Santa Sabina  - Follow the Black Rabbit,Lata/Botella,,N,,,,,,,120.00,,,,Y,Y,211.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina---el-señor-invisible-y-su-helado-negro,10301,Santa Sabina - El Señor Invisible y su Helado Negro,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,177.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina---homemade-banana-thai-2,10302,Santa Sabina - Homemade Banana Thai,Lata/Botella,,N,,,,,,,120.00,,,,Y,Y,211.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina---hop-hop-hurra-2,10126,Santa Sabina - Hop Hop Hurra,Lata/Botella,,N,,,,,,,52.00,,,,Y,Y,99.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina---hop-hop-hurra-mandarina-2,10289,Santa Sabina - Hop Hop Hurra Mandarina,Lata/Botella,,N,,,,,,,58.00,,,,Y,Y,117.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina---rosalía,10127,Santa Sabina - Rosalía,Lata/Botella,,N,,,,,,,66.12,,,,Y,Y,126.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina---stout-de-olla-2,10266,Santa Sabina - Stout de Olla,Lata/Botella,,N,,,,,,,55.19,,,,Y,Y,105.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-1%-de-olla,10528,Santa Sabina 1% de Olla,Lata/Botella,,N,,,,,,,48.00,,,,Y,Y,91.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-alas-de-mosca,10800,Santa Sabina Alas de Mosca,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-banana-pecan,11123,Santa Sabina Banana Pecan,Lata/Botella,,N,,,,,,,130.00,,,,Y,Y,225.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-ceremonia,11170,Santa Sabina Ceremonia,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-combi-banana,10874,Santa Sabina combi banana,Lata/Botella,,N,,,,,,,138.71,,,,Y,Y,236.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-delirious-rabbits-universe,10464,Santa Sabina Delirious Rabbits Universe,Lata/Botella,,N,,,,,,,120.00,,,,Y,Y,211.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-doce-años,10914,Santa Sabina Doce Años,Lata/Botella,,N,,,,,,,95.00,,,,Y,Y,174.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-don-alejandro-mango,11231,Santa Sabina Don Alejandro Mango,Lata/Botella,,N,,,,,,,77.60,,,,Y,Y,145.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-el-contra-ataque-del-capitan-churro-2,10350,Santa Sabina El Contra ataque del capitan churro,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,193.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-gelato-mostro,10960,Santa Sabina Gelato Mostro,Lata/Botella,,N,,,,,,,115.00,,,,Y,Y,223.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-great-banana-rabbit,11132,Santa Sabina Great Banana Rabbit,Lata/Botella,,N,,,,,,,160.00,,,,Y,Y,269.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-hop-hop-hurra-limoncello,10712,Santa Sabina Hop Hop Hurra Limoncello,Lata/Botella,,N,,,,,,,63.00,,,,Y,Y,120.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-hop-hop-hurra-toronja,10621,Santa Sabina Hop Hop Hurra Toronja,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-i've-fondo-the-white-rabbit,10461,Santa Sabina I've found the White rabbit,Lata/Botella,,N,,,,,,,120.00,,,,Y,Y,211.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-killing-the-dazed-moon,11065,Santa Sabina Killing the Dazed Moon,Lata/Botella,,N,,,,,,,139.68,,,,Y,Y,238.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-kinky-breakfast,10636,Santa Sabina Kinky Breakfast,Lata/Botella,,N,,,,,,,60.00,,,,Y,Y,114.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-los-degenerados,11162,Santa Sabina Los Degenerados,Lata/Botella,,N,,,,,,,75.66,,,,Y,Y,142.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-magic-fluffy-muffins,10801,Santa Sabina MAgic Fluffy Muffins,Lata/Botella,,N,,,,,,,145.00,,,,Y,Y,246.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-mani-de-olla,10701,Santa Sabina Mani de Olla,Lata/Botella,,N,,,,,,,65.00,,,,Y,Y,124.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-memelada-de-olla,11072,Santa Sabina Mermelada de Olla,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,155.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-ojos-de-mosca,11186,Santa Sabina Ojos de Mosca,Lata/Botella,,N,,,,,,,83.00,,,,Y,Y,154.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-pan-de-olla,10896,Santa Sabina Pan de Olla,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-pistacchio-oasis,11025,Santa Sabina Pistacchio Oasis,Lata/Botella,,N,,,,,,,138.71,,,,Y,Y,236.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-pumpkin-de-olla,10802,Santa Sabina Pumpkin de Olla,Lata/Botella,,N,,,,,,,65.00,,,,Y,Y,124.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-requiem-2,10351,Santa Sabina Requiem,Lata/Botella,,N,,,,,,,158.00,,,,Y,Y,312.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-requiem-raspberry-2,10352,Santa Sabina Requiem Raspberry,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,312.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-ritual-imperial-stout,11073,Santa Sabina Ritual Imperial Stout,Lata/Botella,,N,,,,,,,105.00,,,,Y,Y,190.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-s'mores-de-olla,11004,Santa Sabina S'mores de Olla,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-santuario-bodegón-3,10655,Santa Sabina Santuario Bodegón 3,Lata/Botella,,N,,,,,,,166.00,,,,Y,Y,280.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-seagul--patrol,11178,Santa Sabina Seagul  Patrol,Lata/Botella,,N,,,,,,,52.00,,,,Y,Y,99.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina,10704,Santa Sabina Sleepy Giant,Lata/Botella,,N,,,,,,,175.00,,,,Y,Y,292.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-who-the-fuck-is-sabina?,10529,Santa Sabina Who the fuck is Sabina?,Lata/Botella,,N,,,,,,,68.00,,,,Y,Y,132.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina--moras-de-olla,10650,Santa Sabina- moras de olla,Lata/Botella,,N,,,,,,,63.00,,,,Y,Y,120.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
santa-sabina-barro-negro,10747,Santa Sabina-Barro negro,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,107.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
satan-black-2,10363,Satan Black,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,160.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla---marzen-2,10073,Schlenkerla - Marzen,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,185.00,5.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla-erle,11140,Schlenkerla Erle,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,185.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla-helles,11139,Schlenkerla Helles,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,185.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla-rotbier,11258,Schlenkerla Rotbier,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,162.00,5.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla-schwarbier,11259,Schlenkerla Schwarbier,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,162.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla-urbock-2,10378,Schlenkerla Urbock,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,185.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schlenkerla-weichsel-2,10338,Schlenkerla Weichsel,Lata/Botella,,N,,,,,,,88.00,,,,Y,Y,185.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schneider-tap-5,10417,Schneider Tap 5,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,137.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
schneider-weisse-aventinus-eisbock-330-m-2,10163,Schneider Weisse Aventinus Eisbock 330 m,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,137.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
